DT,GR,NPHI,RHOB,RT,DEPTH
,3.4819,,,,198.3
,3.5348,,,,198.4
,4.3168,,,,198.5
,4.7401,,,,198.6
,3.6744,,,,198.7
,3.5134,,,,198.8
,3.1184,,,,198.9
,2.9731,,,,199
,2.9662,,,,199.1
,2.382,,,,199.2
,2.3229,,,,199.3
,2.5615,,,,199.4
,2.7602,,,,199.5
,2.6349,,,,199.6
,2.2862,,,,199.7
,2.401,,,,199.8
,2.2721,,,,199.9
,2.3261,,,,200
,2.134,,,,200.1
,2.0404,,,,200.2
,1.6876,,,,200.3
,1.529,,,,200.4
,1.6093,,,,200.5
,1.7026,,,,200.6
,1.3682,,,,200.7
,1.0957,,,,200.8
,0.9726,,,,200.9
,0.9482,,,,201
,0.7977,,,,201.1
,0.5377,,,,201.2
,0.2966,,,,201.3
,0.149,,,,201.4
,0.2421,,,,201.5
,0.6246,,,,201.6
,0.8047,,,,201.7
,1.2544,,,,201.8
,1.3028,,,,201.9
,1.5808,,,,202
,1.8019,,,,202.1
,2.1596,,,,202.2
,2.2449,,,,202.3
,2.2009,,,,202.4
,2.2502,,,,202.5
,2.4858,,,,202.6
,2.9815,,,,202.7
,3.3517,,,,202.8
,3.7239,,,,202.9
,4.1229,,,,203
,4.2127,,,,203.1
,4.0847,,,,203.2
,4.4888,,,,203.3
,4.5398,,,,203.4
,4.6562,,,,203.5
,4.9321,,,,203.6
,5.0254,,,,203.7
,4.8414,,,,203.8
,4.4964,,,,203.9
,4.179,,,,204
,3.9954,,,,204.1
,3.9967,,,,204.2
,3.705,,,,204.3
,3.7136,,,,204.4
,3.664,,,,204.5
,3.7032,,,,204.6
,3.7479,,,,204.7
,3.8158,,,,204.8
,3.4794,,,,204.9
,3.1406,,,,205
,3.7143,,,,205.1
,3.9323,,,,205.2
,4.1791,,,,205.3
,4.285,,,,205.4
,4.5525,,,,205.5
,4.8008,,,,205.6
,4.9032,,,,205.7
,5.0178,,,,205.8
,5.5027,,,,205.9
,5.2036,,,,206
,5.0114,,,,206.1
,4.8755,,,,206.2
,5.2058,,,,206.3
,5.5608,,,,206.4
,5.3017,,,,206.5
,5.2191,,,,206.6
,5.6025,,,,206.7
,6.5756,,,,206.8
,6.9926,,,,206.9
,6.4387,,,,207
,4.9599,,,,207.1
,4.4972,,,,207.2
,4.9871,,,,207.3
,5.5468,,,,207.4
,5.6722,,,,207.5
,5.5712,,,,207.6
,5.9055,,,,207.7
,5.5757,,,,207.8
,5.3549,,,,207.9
,5.397,,,,208
,5.9894,,,,208.1
,5.6067,,,,208.2
,6.2069,,,,208.3
,6.0193,,,,208.4
,4.9593,,,,208.5
,3.6446,,,,208.6
,3.6643,,,,208.7
,4.337,,,,208.8
,4.5523,,,,208.9
,5.2769,,,,209
,4.9542,,,,209.1
,4.1012,,,,209.2
,3.3981,,,,209.3
,3.0576,,,,209.4
,3.7621,,,,209.5
,4.393,,,,209.6
,4.1268,,,,209.7
,4.0292,,,,209.8
,4.2795,,,,209.9
,4.2205,,,,210
,5.2132,,,,210.1
,5.6049,,,,210.2
,5.2905,,,,210.3
,5.247,,,,210.4
,5.5128,,,,210.5
,5.827,,,,210.6
,5.8937,,,,210.7
,4.9779,,,,210.8
,5.901,,,,210.9
,5.6684,,,,211
,7.6084,,,,211.1
,8.0086,,,,211.2
,6.9728,,,,211.3
,6.6074,,,,211.4
,6.6289,,,,211.5
,7.9261,,,,211.6
,7.347,,,,211.7
,7.2166,,,,211.8
,5.703,,,,211.9
,6.4764,,,,212
,6.0686,,,,212.1
,5.0492,,,,212.2
,5.8862,,,,212.3
,6.3779,,,,212.4
,6.6262,,,,212.5
,5.9624,,,,212.6
,5.5269,,,,212.7
,5.1506,,,,212.8
,5.6378,,,,212.9
,6.7058,,,,213
,8.9442,,,,213.1
,10.7536,,,,213.2
,10.7733,,,,213.3
,11.1632,,,,213.4
,10.2667,,,,213.5
,10.9528,,,,213.6
,10.2759,,,,213.7
,9.4856,,,,213.8
,10.2312,,,,213.9
,10.7533,,,,214
,9.7552,,,,214.1
,8.587,,,,214.2
,6.9974,,,,214.3
,7.5926,,,,214.4
,8.6862,,,,214.5
,7.9083,,,,214.6
,6.9314,,,,214.7
,7.2325,,,,214.8
,7.6159,,,,214.9
,7.3875,,,,215
,7.1711,,,,215.1
,6.404,,,,215.2
,6.4977,,,,215.3
,7.3999,,,,215.4
,7.1934,,,,215.5
,7.9196,,,,215.6
,7.1918,,,,215.7
,8.024,,,,215.8
,8.7677,,,-1.638866723,215.9
,7.9519,,,-1.612944052,216
,6.5373,,,-1.740116236,216.1
,5.8048,,,-1.985586966,216.2
,6.3505,,,-2.20183519,216.3
,6.8194,,,-2.826833737,216.4
,7.4372,,,-2.054163734,216.5
,7.9087,,,-1.729912066,216.6
,7.7099,,,-1.458435039,216.7
,7.4599,,,5.184127991,216.8
,7.1179,,,11.48805291,216.9
,7.6965,,,11.48622409,217
,7.814,,,-1.452434164,217.1
,7.004,,,-1.15169666,217.2
,5.8605,,,-1.177655496,217.3
,5.2663,,,-1.304161532,217.4
,5.8322,,,-2.073061935,217.5
,5.9058,,,-1.242367192,217.6
,6.9624,,,-1.257022025,217.7
,7.7767,,,-1.464472142,217.8
,7.7472,,,-1.439273286,217.9
,7.1704,,,-1.406088988,218
,6.6069,,,-1.481044698,218.1
,6.296,,,-1.205974807,218.2
,7.2948,,,-1.136002678,218.3
,6.8808,,,-1.153913604,218.4
,6.6537,,,-1.137561039,218.5
,6.6701,,,-1.117795108,218.6
,7.1412,,,-1.113522901,218.7
,7.0092,,,-1.109572129,218.8
,7.437,,,-1.124545671,218.9
,6.587,,,-1.120551196,219
,5.7566,,,-1.128865332,219.1
,5.9108,,,-1.15518264,219.2
,5.4598,,,-1.182863841,219.3
,7.1856,,,-1.325763861,219.4
,8.8831,,,-1.275110832,219.5
,8.1593,,,-1.173120341,219.6
,7.4552,,,-0.988323935,219.7
,8.1883,,,-1.087079053,219.8
,8.3589,,,-0.883823542,219.9
,7.6304,,,-0.956331781,220
,7.3905,,,-0.768301854,220.1
,7.784,,,-0.814185509,220.2
,7.6687,,,-0.800732391,220.3
,8.0511,,,-0.829654425,220.4
,9.7701,,,-0.589688472,220.5
,12.1533,,,-0.439590823,220.6
,13.4928,,,-0.448790233,220.7
,14.5521,,,-0.780449509,220.8
,13.3439,,,-1.05641524,220.9
,12.0373,,,-1.341320995,221
,11.334,,,-1.554003206,221.1
,8.2469,,,-1.687399454,221.2
,4.8894,,,-1.684700397,221.3
,3.0654,,,-1.583282955,221.4
,2.2387,,,-1.505528449,221.5
,2.2069,,,-1.456716825,221.6
,1.9296,,,-1.426699776,221.7
,2.8426,,,-1.406497068,221.8
,3.3959,,,-1.375552265,221.9
,4.4264,,,-1.366491734,222
,3.9762,,,-1.406088988,222.1
,3.902,,,-1.444771291,222.2
,4.5952,,,-1.467504417,222.3
,4.9839,,,-1.480165577,222.4
,6.0666,,,-1.452434164,222.5
,6.0211,,,-1.388697246,222.6
,5.8065,,,-1.324634981,222.7
,6.7608,,,-1.282294771,222.8
,6.3283,,,-1.239945465,222.9
,6.5351,,,-1.193032864,223
,6.1388,,,-1.15518264,223.1
,6.4618,,,-1.121778567,223.2
,6.6362,,,-1.098412309,223.3
,6.3238,,,-1.155500151,223.4
,6.8684,,,-1.302320927,223.5
,7.2803,,,-1.217395825,223.6
,7.7864,,,-1.127011763,223.7
,7.7542,,,-1.053543325,223.8
,7.798,,,-0.941864983,223.9
,8.572,,,-0.863935502,224
,8.9592,,,-0.853550702,224.1
,9.6406,,,-0.859201765,224.2
,8.8275,,,-0.898205264,224.3
,8.3525,,,-0.944175935,224.4
,8.7345,,,-0.988861425,224.5
,9.1109,,,-0.985372893,224.6
,10.008,,,-0.95998142,224.7
,10.9649,,,-0.931658209,224.8
,10.9849,,,-0.921052049,224.9
,10.4163,,,-0.940583424,225
,10.1765,,,-0.928616382,225.1
,10.8327,,,-0.95503156,225.2
,10.4909,,,-1.006215439,225.3
,9.4456,,,-1.040437725,225.4
,9.2859,,,-1.008131936,225.5
,9.9884,,,-0.968373812,225.6
,10.5742,,,-0.88746035,225.7
,10.5865,,,-0.748871329,225.8
,12.1114,,,-0.603123678,225.9
,13.8899,,,-0.434482057,226
,16.8295,,,-0.212079979,226.1
,19.4849,,,-0.050661915,226.2
,21.0504,,,0.050502982,226.3
,23.6243,,,0.016168581,226.4
,28.4877,,,-0.047615854,226.5
,29.0185,,,-0.11171399,226.6
,28.8126,,,-0.143985851,226.7
,28.9978,,,-0.166172655,226.8
,28.8015,,,-0.160403521,226.9
,30.4922,,,-0.188379871,227
,32.3843,,,-0.189346172,227.1
,30.8119,,,-0.185366187,227.2
,27.2401,,,-0.217782945,227.3
,26.2048,,,-0.305710275,227.4
,24.6313,,,-0.503519049,227.5
,21.1907,,,-0.804749357,227.6
,17.7073,,,-1.105334834,227.7
,14.0263,,,-1.234088428,227.8
,10.5895,,,-1.246184653,227.9
,9.1877,,,-1.221118963,228
,7.7177,,,-1.222815892,228.1
,6.2506,,,-1.235463471,228.2
,6.3431,,,-1.270825111,228.3
,6.5341,,,-1.308592853,228.4
,6.2235,,,-1.346689107,228.5
,5.7981,,,-1.359847191,228.6
,5.9016,,,-1.359847191,228.7
,5.4207,,,-1.360236827,228.8
,6.447,,,-1.340938659,228.9
,8.6362,,,-1.317514846,229
,8.7725,,,-1.28518286,229.1
,9.3102,,,-1.263722809,229.2
,8.6502,,,-1.261601917,229.3
,9.3035,,,-1.25281297,229.4
,9.4559,,,-1.226900309,229.5
,10.8041,,,-1.134446742,229.6
,14.1122,,,-0.953214086,229.7
,15.6128,,,-0.699970406,229.8
,17.1487,,,-0.353679435,229.9
,19.3138,,,0.005683816,230
,19.1153,,,0.111183529,230.1
,21.261,,,0.06165938,230.2
,20.9941,,,0.048504409,230.3
,20.0474,,,0.106879362,230.4
,23.3569,,,0.185317066,230.5
,25.1226,,,0.312764853,230.6
,26.3282,,,0.421272838,230.7
,27.7375,,,0.498712556,230.8
,26.9619,,,0.560757993,230.9
,25.6129,,,0.639957352,231
,24.6868,,,0.716912534,231.1
,23.028,,,0.760852557,231.2
,24.88,,,0.727790124,231.3
,25.2241,,,0.690744296,231.4
,25.9769,,,0.656431328,231.5
,25.2022,,,0.614699034,231.6
,25.3198,,,0.633078654,231.7
,25.6787,,,0.652533498,231.8
,25.2167,,,0.690694174,231.9
,24.0905,,,0.721734637,232
,24.1493,,,0.744885376,232.1
,25.1063,,,0.755135578,232.2
,25.166,,,0.758981736,232.3
,25.3439,,,0.752453286,232.4
,25.1668,,,0.758138724,232.5
,24.6968,,,0.760665632,232.6
,24.5804,,,0.73294465,232.7
,22.8492,,,0.728852105,232.8
,23.0218,,,0.748392655,232.9
,23.9999,,,0.761973371,233
,23.8188,,,0.746308729,233.1
,23.6725,,,0.72411276,233.2
,24.0267,,,0.676407857,233.3
,23.9668,,,0.64227485,233.4
,23.3776,,,0.633715597,233.5
,23.28,,,0.653418338,233.6
,23.3489,,,0.711183543,233.7
,23.24,,,0.697786403,233.8
,22.9594,,,0.682136788,233.9
,22.5264,,,0.656794351,234
,21.876,,,0.662120802,234.1
,19.9225,,,0.736733351,234.2
,19.6919,,,0.792902014,234.3
,18.874,,,0.820748525,234.4
,19.2944,,,0.807011437,234.5
,21.4704,,,0.734960683,234.6
,22.956,,,0.679808616,234.7
,22.8901,,,0.613941622,234.8
,23.3261,,,0.615347788,234.9
,23.0461,,,0.637052906,235
,23.163,,,0.621812283,235.1
,22.9958,,,0.54817921,235.2
,22.4571,,,0.47660678,235.3
,23.2749,,,0.43502391,235.4
,23.3505,,,0.521587506,235.5
,23.0263,,,0.635518068,235.6
,23.3696,,,0.659124932,235.7
,23.4539,,,0.66021068,235.8
,23.3944,,,0.632441305,235.9
,23.9227,,,0.690343253,236
,24.3635,,,0.632281905,236.1
,24.2726,,,0.681681702,236.2
,25.2544,,,0.683551287,236.3
,25.6484,,,0.596581213,236.4
,24.6388,,,0.668342062,236.5
,24.8351,,,0.725517561,236.6
,26.5805,,,0.733713142,236.7
,26.6901,,,0.747635366,236.8
,26.891,,,0.769969323,236.9
,27.3251,,,0.802494737,237
,27.1609,,,0.820220263,237.1
,26.4134,,,0.82693479,237.2
,25.3909,,,0.827372083,237.3
,26.3622,,,0.822243754,237.4
,26.6037,,,0.817000643,237.5
,25.6834,,,0.784084176,237.6
,26.569,,,0.796470623,237.7
,26.0812,,,0.773666698,237.8
,25.8902,,,0.736637612,237.9
,25.6979,,,0.689791557,238
,24.9805,,,0.657571815,238.1
,24.84,,,0.64505927,238.2
,24.2073,,,0.655497233,238.3
,22.8599,,,0.674372025,238.4
,22.7141,,,0.717205446,238.5
,23.5404,,,0.771403679,238.6
,23.4769,,,0.802180942,238.7
,24.3831,,,0.823122257,238.8
,23.8677,,,0.839236886,238.9
,23.2073,,,0.867142504,239
,23.7108,,,0.88743848,239.1
,23.6797,,,0.896455304,239.2
,23.3229,,,0.87329972,239.3
,23.1296,,,0.847797735,239.4
,23.1868,,,0.847026395,239.5
,23.009,,,0.865376313,239.6
,23.1554,,,0.88215467,239.7
,22.8475,,,0.888796198,239.8
,23.0108,,,0.87763306,239.9
,22.4815,,,0.881326547,240
,23.3042,,,0.915250191,240.1
,23.6177,,,0.887891257,240.2
,23.795,,,0.865670895,240.3
,23.2121,,,0.825928292,240.4
,22.8798,,,0.787229334,240.5
,22.4438,,,0.756638278,240.6
,22.1898,,,0.743555083,240.7
,22.2119,,,0.725033369,240.8
,21.9555,,,0.705816584,240.9
,22.5372,,,0.725372328,241
,22.195,,,0.773297575,241.1
,22.439,,,0.820264296,241.2
,22.9605,,,0.864955331,241.3
,22.6443,,,0.901867211,241.4
,23.0891,,,0.905108442,241.5
,23.3394,,,0.891916069,241.6
,23.9013,,,0.880746452,241.7
,23.831,,,0.811374562,241.8
,23.5739,,,0.751934822,241.9
,24.274,,,0.704878103,242
,23.6658,,,0.658762754,242.1
,23.656,,,0.628661991,242.2
,23.6162,,,0.612099802,242.3
,23.1565,,,0.593658282,242.4
,23.363,,,0.590837562,242.5
,23.9201,,,0.606499374,242.6
,23.7084,,,0.623153809,242.7
,23.8595,,,0.643116247,242.8
,23.2389,,,0.697189001,242.9
,23.3132,,,0.727548607,243
,23.4927,,,0.721297224,243.1
,23.0436,,,0.697437962,243.2
,23.8905,,,0.676763701,243.3
,24.5265,,,0.674932292,243.4
,24.2268,,,0.656794351,243.5
,24.2,,,0.617291528,243.6
,23.6238,,,0.57638862,243.7
,23.2112,,,0.568886963,243.8
,22.1914,,,0.58221562,243.9
,21.9393,,,0.609493796,244
,22.0968,,,0.62871532,244.1
,21.4472,,,0.604097364,244.2
,23.2006,,,0.588952652,244.3
,24.3533,,,0.613237797,244.4
,24.493,,,0.683248348,244.5
,24.1561,,,0.768347413,244.6
,24.9178,,,0.805314477,244.7
,25.4333,,,0.781661594,244.8
,25.4242,,,0.715348889,244.9
,25.7275,,,0.610091605,245
,25.3113,,,0.529686631,245.1
,24.5629,,,0.514319513,245.2
,24.4343,,,0.580034472,245.3
,24.7356,,,0.69009252,245.4
,25.9133,,,0.765839866,245.5
,26.2148,,,0.808259988,245.6
,26.6465,,,0.770385961,245.7
,26.1099,,,0.735967178,245.8
,25.2815,,,0.704630989,245.9
,24.6095,,,0.656586925,246
,23.7741,,,0.582327345,246.1
,23.5825,,,0.501623413,246.2
,22.8446,,,0.390960422,246.3
,21.0099,,,0.206932865,246.4
,20.8916,,,-0.077313103,246.5
,19.4377,,,-0.351261054,246.6
,15.7406,,,-0.581248088,246.7
,12.939,,,-0.790319092,246.8
,10.4197,,,-1.013903561,246.9
,8.2767,,,-1.212677245,247
,6.0929,,,-1.324634981,247.1
,4.1946,,,-1.33484108,247.2
,3.0254,,,-1.328780455,247.3
,2.2382,,,-1.346689107,247.4
,2.4296,,,-1.369240607,247.5
,2.3434,,,-1.399176987,247.6
,1.6983,,,-1.413049098,247.7
,2.3438,,,-1.407722309,247.8
,2.093,,,-1.414282398,247.9
,2.8741,,,-1.424203934,248
,3.9841,,,-1.445619827,248.1
,4.7046,,,-1.458865054,248.2
,6.3738,,,-1.340556469,248.3
,8.8532,,,-1.045261113,248.4
,10.6908,,,-0.705422211,248.5
,11.7101,,,-0.418702335,248.6
,12.4138,,,-0.480781502,248.7
,12.5121,,,-0.228910146,248.8
,12.9625,,,-0.046148656,248.9
,12.6034,,,0.0329511,249
,11.4635,,,-0.165582441,249.1
,12.0026,,,-0.382725621,249.2
,11.9016,,,-0.526277728,249.3
,12.18,,,-0.566867015,249.4
,12.8132,,,-0.514164525,249.5
,13.3732,,,-0.404515559,249.6
,15.9156,,,-0.310200384,249.7
,17.2735,,,-0.148384006,249.8
,17.3059,,,-0.089268468,249.9
,15.76,,,-0.111043299,250
,13.1932,,,-0.190555362,250.1
,9.9118,,,-0.308565283,250.2
,7.8428,,,-0.448946887,250.3
,6.4687,,,-0.615445673,250.4
,5.163,,,-0.808109199,250.5
,4.3746,,,-0.990744918,250.6
,3.548,,,-1.182537524,250.7
,3.0828,,,-1.307852935,250.8
,2.7973,,,-1.358290165,250.9
,1.9017,,,-1.375156617,251
,1.6792,,,-1.396344697,251.1
,1.9334,,,-1.417991448,251.2
,1.8102,,,-1.433385969,251.3
,1.3487,,,-1.452006904,251.4
,1.8544,,,-1.48236483,251.5
,1.4007,,,-1.517770724,251.6
,1.4439,,,-1.56589961,251.7
,1.9461,,,-1.591106956,251.8
,2.1862,,,-1.602462299,251.9
,2.1578,,,-1.575519694,252
,2.6403,,,-1.539445541,252.1
,2.2566,,,-1.551169004,252.2
,2.7591,,,-1.582309245,252.3
,3.5878,,,-1.603952982,252.4
,4.1243,,,-1.612442421,252.5
,3.5936,,,-1.596028226,252.6
,3.611,,,-1.596028226,252.7
,4.0123,,,-1.597509342,252.8
,4.82,,,-1.608938037,252.9
,4.8835,,,-1.597015392,253
,5.2372,,,-1.565421027,253.1
,6.4702,,,-1.533403226,253.2
,6.3618,,,-1.539445541,253.3
,6.0533,,,-1.548342813,253.4
,6.1626,,,-1.519140274,253.5
,5.7575,,,-1.437587656,253.6
,5.5129,,,-1.36335939,253.7
,5.9802,,,-1.302688777,253.8
,6.008,,,-1.273680217,253.9
,7.8674,,,-1.263015345,254
,11.4537,,,-1.294262276,254.1
,17.0122,,,-1.345920467,254.2
,23.3358,,,-1.377136423,254.3
,29.9246,,,-1.328025453,254.4
,35.9275,,,-1.002938539,254.5
,36.6562,,,-0.674718045,254.6
